;Вопрос;Тип обращения;Обращение;Ответ
original;Добрый день, можете рассказать про услугу умный домофон?;Видеонаблюдение;"Good afternoon, can you tell us about the smart intercom service?
";0.0
from_ang;Добрый день, не могли бы вы рассказать об услуге умного домофона?;Видеонаблюдение;"Good afternoon, can you tell us about the smart intercom service?
";0.0
from_arab;Добрый вечер, расскажите об услуге умного домофона?;Видеонаблюдение;"Good afternoon, can you tell us about the smart intercom service?
";0.0
original;Прошу отключить услугу архив на 7 дней видеокамеры;Видеонаблюдение;"I ask you to disable the service archive for 7 days of the video camera
";0.0
from_ang;Прошу отключить сервисный архив на 7 дней видеокамеры;Видеонаблюдение;"I ask you to disable the service archive for 7 days of the video camera
";0.0
from_arab;Прошу отключить сервисный архив на 7 дней с видеокамеры;Видеонаблюдение;"I ask you to disable the service archive for 7 days of the video camera
";0.0
original;Сколько будет стоить установить уличную камеру?;Видеонаблюдение;"How much will it cost to install an outdoor camera?
";https://moscow.rt.ru/smart_house/tariff#vnc
from_ang;Сколько будет стоить установка уличной камеры?;Видеонаблюдение;"How much will it cost to install an outdoor camera?
";https://moscow.rt.ru/smart_house/tariff#vnc
from_arab;Сколько будет стоить установка внешней камеры?;Видеонаблюдение;"How much will it cost to install an outdoor camera?
";https://moscow.rt.ru/smart_house/tariff#vnc
original;как настроить звук у камеры;Видеонаблюдение;"how to set up camera sound
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kamera/
from_ang;как настроить звук камеры;Видеонаблюдение;"how to set up camera sound
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kamera/
from_arab;Как настроить звук камеры;Видеонаблюдение;"how to set up camera sound
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kamera/
